Disease_Class,Geopolitical_Zone,Eco_Zone,Soil_Type,Rainfall_mm,Temperature_C,Relative_Humidity_Pct,Nitrogen_Level_ppm,Phosphorus_Level_ppm,Potassium_Level_ppm,Insect_Vector_Count,Leaf_Symptom_Severity
Healthy,North_West,Southern_Guinea_Savanna,Clay_Loam,1637.8,31.2,75.3,81.1,41.9,195.4,0,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,1335.8,35.4,60.4,100.0,55.0,220.0,21,3
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,2453.7,28.1,84.6,90.0,45.0,180.0,8,3
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,695.3,32.9,57.1,12.7,5.0,70.0,1,3
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,1336.1,33.0,57.4,100.0,55.0,220.0,26,4
Fungal_Blight,South_West,Humid_Forest,Lateritic,2300.5,26.0,87.2,90.0,45.0,180.0,5,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Alluvial,699.8,30.2,40.0,27.2,13.8,61.3,0,2
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,1598.8,29.0,73.0,100.0,55.0,220.0,30,3
Fungal_Blight,South_South,Humid_Forest,Alluvial,2148.2,28.7,86.6,90.0,45.0,180.0,7,5
Nutrient_Deficiency,North_East,Sudan_Savanna,Clay_Loam,600.0,26.8,68.4,25.7,15.0,57.1,1,3
Healthy,South_East,Humid_Forest,Sandy_Loam,1555.3,33.2,49.3,60.0,48.4,169.7,1,1
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,600.0,29.1,59.8,100.0,55.0,220.0,18,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1999.9,29.3,84.1,90.0,45.0,180.0,10,4
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,709.9,26.7,40.6,22.3,14.4,45.3,1,3
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,914.8,27.7,62.6,78.2,30.7,190.1,1,1
Healthy,South_West,Southern_Guinea_Savanna,Alluvial,1640.9,30.1,62.1,82.4,44.2,144.3,0,1
Nutrient_Deficiency,North_East,Derived_Savanna,Sandy_Loam,935.9,29.2,53.4,24.6,9.5,52.4,0,4
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1183.4,37.0,77.5,100.0,55.0,220.0,30,2
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1161.4,32.8,56.1,90.9,33.3,172.2,1,1
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,1053.4,27.1,59.2,10.0,15.0,65.0,1,3
Bacterial_Wilt,North_Central,Sudan_Savanna,Sandy_Loam,1033.9,35.5,76.5,100.0,55.0,220.0,4,5
Healthy,North_East,Derived_Savanna,Sandy_Loam,1482.2,26.8,70.2,71.4,38.2,183.6,1,1
Healthy,North_West,Derived_Savanna,Clay_Loam,1182.2,28.6,50.4,63.9,35.4,154.7,1,1
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1140.3,22.0,59.1,100.0,55.0,220.0,21,4
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2053.0,29.3,86.5,90.0,45.0,180.0,10,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,2230.9,30.2,85.3,90.0,45.0,180.0,6,4
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,1321.0,34.6,63.7,100.0,55.0,220.0,7,4
Healthy,South_West,Humid_Forest,Clay_Loam,1038.4,22.6,55.4,91.3,48.1,154.1,0,1
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Alluvial,784.6,29.0,54.1,18.7,7.5,54.8,0,2
Fungal_Blight,South_West,Humid_Forest,Alluvial,2054.3,26.8,82.4,90.0,45.0,180.0,9,4
Nutrient_Deficiency,South_West,Derived_Savanna,Lateritic,654.9,25.2,66.5,12.1,12.8,51.7,0,3
Fungal_Blight,South_South,Humid_Forest,Alluvial,1944.0,27.5,85.4,90.0,45.0,180.0,7,4
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2004.5,30.4,91.0,90.0,45.0,180.0,7,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2123.1,25.9,87.6,90.0,45.0,180.0,9,5
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Clay_Loam,726.7,33.2,40.0,15.0,7.7,53.3,1,4
Bacterial_Wilt,South_South,Sudan_Savanna,Lateritic,946.0,31.8,67.3,100.0,55.0,220.0,3,4
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Alluvial,1378.4,35.7,74.3,100.0,55.0,220.0,7,5
Bacterial_Wilt,South_South,Humid_Forest,Lateritic,1531.0,32.9,70.9,100.0,55.0,220.0,5,4
Nutrient_Deficiency,North_Central,Derived_Savanna,Sandy_Loam,963.0,35.8,57.8,28.9,10.4,46.4,1,4
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,1077.4,31.5,68.9,100.0,55.0,220.0,29,3
Nutrient_Deficiency,South_East,Sudan_Savanna,Lateritic,713.3,30.7,47.5,20.0,11.0,55.8,1,2
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Sandy_Loam,829.0,30.7,49.9,10.0,9.0,46.7,0,3
Bacterial_Wilt,South_East,Derived_Savanna,Clay_Loam,1579.4,33.7,78.8,100.0,55.0,220.0,2,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,1093.5,31.5,62.6,21.7,9.3,49.8,2,3
Fungal_Blight,South_West,Derived_Savanna,Alluvial,2085.5,29.4,80.0,90.0,45.0,180.0,12,4
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Clay_Loam,1262.2,22.9,76.8,100.0,55.0,220.0,20,3
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1376.0,28.7,68.7,69.9,45.1,156.5,1,1
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Sandy_Loam,897.9,32.1,46.8,16.6,7.9,56.8,0,3
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Clay_Loam,1253.0,30.6,62.7,100.0,55.0,220.0,24,4
Fungal_Blight,South_South,Humid_Forest,Alluvial,2333.4,28.3,90.1,90.0,45.0,180.0,8,4
Viral_Mosaic,North_West,Derived_Savanna,Lateritic,1578.8,28.4,55.0,100.0,55.0,220.0,27,2
Bacterial_Wilt,North_West,Southern_Guinea_Savanna,Clay_Loam,1553.4,37.4,69.3,100.0,55.0,220.0,2,5
Fungal_Blight,South_South,Humid_Forest,Lateritic,2432.5,28.7,80.0,90.0,45.0,180.0,8,5
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,1559.8,25.9,59.9,100.0,55.0,220.0,29,2
Nutrient_Deficiency,South_East,Sudan_Savanna,Sandy_Loam,771.9,32.2,40.0,23.3,8.1,44.5,0,3
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1800.0,30.7,87.7,90.0,45.0,180.0,9,4
Nutrient_Deficiency,North_Central,Sudan_Savanna,Alluvial,898.4,27.3,67.5,25.8,9.2,70.0,0,3
Fungal_Blight,South_West,Derived_Savanna,Alluvial,1817.9,31.5,80.8,90.0,45.0,180.0,10,4
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,845.6,31.3,60.2,24.8,5.0,44.3,0,3
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1296.2,29.4,63.0,68.3,45.0,156.0,0,1
Healthy,North_East,Derived_Savanna,Alluvial,1392.2,27.0,62.2,90.8,40.0,161.2,1,1
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Sandy_Loam,710.7,29.2,53.2,18.5,14.5,58.2,1,2
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1236.5,26.3,62.2,79.0,33.1,152.5,2,1
Bacterial_Wilt,North_East,Derived_Savanna,Clay_Loam,1160.6,32.1,61.2,100.0,55.0,220.0,3,5
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,1083.9,34.9,78.9,100.0,55.0,220.0,7,4
Healthy,North_Central,Derived_Savanna,Alluvial,1256.6,26.6,55.1,84.5,44.0,155.9,0,1
Nutrient_Deficiency,South_West,Derived_Savanna,Lateritic,804.3,38.0,42.2,16.5,12.9,51.7,2,3
Healthy,South_West,Derived_Savanna,Clay_Loam,1214.1,31.9,53.1,66.3,43.7,181.5,0,1
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Sandy_Loam,1482.7,35.0,63.7,100.0,55.0,220.0,3,5
Bacterial_Wilt,North_West,Southern_Guinea_Savanna,Clay_Loam,1397.6,35.4,62.4,100.0,55.0,220.0,3,5
Nutrient_Deficiency,South_West,Derived_Savanna,Lateritic,956.5,30.3,40.0,30.0,7.3,58.3,1,2
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,1065.2,28.8,68.9,100.0,55.0,220.0,31,3
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2398.3,31.0,83.4,90.0,45.0,180.0,13,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,2513.3,30.2,88.0,90.0,45.0,180.0,7,5
Nutrient_Deficiency,South_South,Southern_Guinea_Savanna,Lateritic,970.7,30.0,64.4,19.8,15.0,51.6,1,3
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,1017.4,36.8,67.1,100.0,55.0,220.0,25,3
Healthy,South_East,Derived_Savanna,Sandy_Loam,846.7,25.4,78.1,79.4,39.9,175.9,1,1
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Clay_Loam,1445.2,30.9,70.0,100.0,55.0,220.0,8,4
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,1579.9,26.6,51.2,100.0,55.0,220.0,29,3
Nutrient_Deficiency,South_East,Derived_Savanna,Sandy_Loam,1005.3,32.1,40.0,25.3,6.2,60.3,0,4
Healthy,North_Central,Southern_Guinea_Savanna,Alluvial,1012.2,22.0,55.5,87.6,41.6,154.5,0,1
Bacterial_Wilt,South_South,Sudan_Savanna,Sandy_Loam,1127.9,34.9,72.9,100.0,55.0,220.0,3,5
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,971.4,30.0,55.7,21.8,9.0,37.8,0,3
Fungal_Blight,South_West,Humid_Forest,Alluvial,2206.5,28.3,92.1,90.0,45.0,180.0,9,3
Nutrient_Deficiency,South_East,Southern_Guinea_Savanna,Lateritic,610.6,31.4,56.5,19.9,6.7,39.0,0,3
Fungal_Blight,South_South,Humid_Forest,Lateritic,2261.5,26.8,92.0,90.0,45.0,180.0,8,4
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,948.5,26.6,77.9,100.0,55.0,220.0,22,4
Healthy,South_East,Humid_Forest,Alluvial,1317.4,26.4,54.0,67.0,45.2,122.1,0,1
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1125.6,34.6,80.5,100.0,55.0,220.0,34,4
Bacterial_Wilt,South_West,Sudan_Savanna,Lateritic,1140.6,32.6,68.2,100.0,55.0,220.0,9,4
Nutrient_Deficiency,North_Central,Derived_Savanna,Sandy_Loam,737.0,29.0,57.0,20.3,13.2,45.0,1,3
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1394.2,28.4,56.5,100.0,55.0,220.0,31,3
Fungal_Blight,South_South,Humid_Forest,Alluvial,2317.9,27.1,93.1,90.0,45.0,180.0,7,4
Nutrient_Deficiency,South_South,Derived_Savanna,Clay_Loam,893.4,37.0,52.1,15.0,8.4,38.0,2,2
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Alluvial,600.0,31.9,57.6,21.1,7.8,56.6,0,4
Healthy,South_West,Humid_Forest,Clay_Loam,1288.2,29.2,84.1,80.7,37.8,129.0,0,1
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,877.9,28.2,81.6,100.0,55.0,220.0,26,3
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,1449.8,28.1,76.9,100.0,55.0,220.0,21,3
Healthy,South_East,Derived_Savanna,Clay_Loam,1916.2,27.2,56.8,83.3,30.0,161.6,0,1
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1054.6,24.1,72.4,100.0,55.0,220.0,27,3
Nutrient_Deficiency,North_West,Derived_Savanna,Lateritic,600.0,29.1,67.1,23.0,10.5,42.2,0,3
Bacterial_Wilt,South_South,Derived_Savanna,Clay_Loam,1137.5,33.5,61.7,100.0,55.0,220.0,5,5
Nutrient_Deficiency,South_East,Sudan_Savanna,Clay_Loam,813.0,34.0,61.7,21.3,13.7,50.6,0,4
Fungal_Blight,South_South,Humid_Forest,Lateritic,2478.1,26.7,84.7,90.0,45.0,180.0,5,4
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,1276.0,30.2,62.6,100.0,55.0,220.0,26,4
Healthy,South_South,Derived_Savanna,Clay_Loam,1169.0,24.9,65.9,75.6,40.4,149.3,2,1
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,1507.5,33.7,74.5,100.0,55.0,220.0,3,4
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,2436.3,27.9,84.0,90.0,45.0,180.0,11,5
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,904.9,31.3,60.5,26.2,6.0,37.7,1,3
Healthy,South_South,Derived_Savanna,Sandy_Loam,1280.6,29.6,66.6,90.0,34.9,169.7,0,1
Healthy,South_East,Southern_Guinea_Savanna,Sandy_Loam,1710.1,26.4,73.0,60.4,40.9,129.3,2,1
Fungal_Blight,South_South,Humid_Forest,Lateritic,2069.4,30.3,93.7,90.0,45.0,180.0,7,4
Healthy,North_East,Derived_Savanna,Sandy_Loam,1142.7,26.1,66.2,60.0,31.2,206.6,1,1
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,1065.4,29.6,64.2,71.5,44.4,155.9,0,1
Healthy,South_East,Derived_Savanna,Sandy_Loam,849.2,24.0,64.1,83.1,31.1,182.4,3,1
Fungal_Blight,South_East,Humid_Forest,Alluvial,1898.4,32.4,85.3,90.0,45.0,180.0,8,3
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,890.5,31.2,72.3,100.0,55.0,220.0,6,5
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,1053.1,30.1,79.3,100.0,55.0,220.0,21,4
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Clay_Loam,900.8,27.3,52.4,100.0,55.0,220.0,31,4
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Alluvial,823.2,30.0,71.4,100.0,55.0,220.0,23,3
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Lateritic,893.9,30.7,62.4,11.7,5.5,59.2,1,2
Bacterial_Wilt,South_South,Sudan_Savanna,Clay_Loam,1034.0,30.5,61.9,100.0,55.0,220.0,5,4
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,759.5,27.4,67.0,100.0,55.0,220.0,32,3
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,1184.3,27.0,79.2,100.0,55.0,220.0,21,4
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,2192.8,29.0,86.9,90.0,45.0,180.0,12,5
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Sandy_Loam,1060.7,29.0,68.5,100.0,55.0,220.0,15,4
Fungal_Blight,South_West,Derived_Savanna,Clay_Loam,1800.0,28.7,81.3,90.0,45.0,180.0,5,4
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1358.3,28.3,73.7,93.4,30.0,175.1,0,1
Fungal_Blight,South_South,Humid_Forest,Alluvial,2208.9,29.7,91.2,90.0,45.0,180.0,7,3
Viral_Mosaic,South_West,Derived_Savanna,Alluvial,600.0,34.4,63.2,100.0,55.0,220.0,24,3
Bacterial_Wilt,South_West,Derived_Savanna,Clay_Loam,1482.9,32.1,70.6,100.0,55.0,220.0,9,5
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Lateritic,1055.2,26.3,53.4,20.2,9.0,44.2,2,3
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Clay_Loam,975.6,29.6,67.6,100.0,55.0,220.0,23,4
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,1537.8,28.0,69.6,100.0,55.0,220.0,28,4
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,1596.8,37.3,63.3,100.0,55.0,220.0,6,4
Nutrient_Deficiency,South_West,Southern_Guinea_Savanna,Lateritic,705.8,29.6,65.0,19.3,10.9,34.3,2,3
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,753.6,26.5,65.3,100.0,55.0,220.0,29,3
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,813.5,33.5,43.4,12.9,9.8,36.8,3,3
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,1800.0,26.2,90.6,90.0,45.0,180.0,6,5
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,1884.0,28.2,88.2,90.0,45.0,180.0,6,3
Bacterial_Wilt,North_West,Humid_Forest,Clay_Loam,1258.1,30.1,67.5,100.0,55.0,220.0,1,5
Healthy,South_West,Southern_Guinea_Savanna,Clay_Loam,1023.8,28.6,71.7,72.9,35.4,154.2,0,1
Fungal_Blight,South_East,Derived_Savanna,Clay_Loam,2054.1,30.0,88.7,90.0,45.0,180.0,6,4
Bacterial_Wilt,North_Central,Sudan_Savanna,Clay_Loam,1418.8,35.0,77.0,100.0,55.0,220.0,4,5
Bacterial_Wilt,South_West,Derived_Savanna,Clay_Loam,1030.1,34.4,74.8,100.0,55.0,220.0,3,5
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2173.0,31.8,87.0,90.0,45.0,180.0,3,5
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Sandy_Loam,1198.1,34.9,55.8,100.0,55.0,220.0,2,4
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Sandy_Loam,998.4,26.8,67.7,100.0,55.0,220.0,16,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,2112.5,27.7,82.7,90.0,45.0,180.0,9,4
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,956.6,34.0,52.9,100.0,55.0,220.0,3,5
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Sandy_Loam,1312.3,31.8,66.3,100.0,55.0,220.0,11,5
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,1066.1,32.0,80.9,100.0,55.0,220.0,2,5
Bacterial_Wilt,North_West,Humid_Forest,Clay_Loam,1288.0,31.5,60.2,100.0,55.0,220.0,5,5
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,1014.9,34.0,44.1,23.5,7.9,56.5,0,3
Viral_Mosaic,South_West,Humid_Forest,Lateritic,1332.0,28.7,52.4,100.0,55.0,220.0,23,2
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Lateritic,1290.1,31.8,44.8,100.0,55.0,220.0,29,2
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Lateritic,1427.3,30.2,63.0,100.0,55.0,220.0,3,5
Nutrient_Deficiency,South_East,Derived_Savanna,Sandy_Loam,851.7,34.7,51.9,20.1,8.1,57.2,1,3
Nutrient_Deficiency,South_East,Derived_Savanna,Alluvial,744.7,32.1,49.8,17.0,5.3,56.1,2,3
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,984.6,26.0,75.2,100.0,55.0,220.0,19,2
Fungal_Blight,South_South,Humid_Forest,Lateritic,2155.3,26.7,90.1,90.0,45.0,180.0,7,3
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,1816.7,30.2,95.0,90.0,45.0,180.0,6,5
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Lateritic,979.1,30.3,69.7,100.0,55.0,220.0,25,3
Viral_Mosaic,North_West,Humid_Forest,Alluvial,1015.1,30.0,56.3,100.0,55.0,220.0,35,4
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Lateritic,1511.1,25.5,79.7,100.0,55.0,220.0,24,3
Bacterial_Wilt,South_West,Humid_Forest,Clay_Loam,907.1,37.4,64.2,100.0,55.0,220.0,4,4
Fungal_Blight,South_East,Derived_Savanna,Alluvial,2061.5,29.6,82.7,90.0,45.0,180.0,11,5
Healthy,South_West,Southern_Guinea_Savanna,Alluvial,947.0,27.4,77.4,86.6,37.1,113.3,0,1
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Clay_Loam,956.3,30.9,63.4,100.0,55.0,220.0,17,2
Viral_Mosaic,North_Central,Humid_Forest,Sandy_Loam,1569.7,31.9,79.5,100.0,55.0,220.0,22,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Sandy_Loam,829.9,32.7,57.0,14.3,7.0,31.5,1,3
Healthy,South_South,Humid_Forest,Sandy_Loam,1241.1,28.3,66.4,78.4,39.2,185.8,1,1
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2174.7,25.1,85.7,90.0,45.0,180.0,6,4
Healthy,South_East,Southern_Guinea_Savanna,Sandy_Loam,1120.1,31.7,61.7,93.0,41.9,140.6,0,1
Fungal_Blight,South_West,Humid_Forest,Lateritic,1800.0,28.6,86.9,90.0,45.0,180.0,12,4
Bacterial_Wilt,South_East,Humid_Forest,Clay_Loam,967.4,33.8,76.2,100.0,55.0,220.0,8,4
Nutrient_Deficiency,North_Central,Sudan_Savanna,Alluvial,1026.5,31.8,60.9,19.2,10.9,61.2,1,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2484.5,32.2,82.2,90.0,45.0,180.0,8,5
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1267.9,23.3,57.6,78.9,39.8,134.3,0,1
Healthy,South_East,Humid_Forest,Sandy_Loam,1161.5,32.0,71.6,80.8,40.7,167.1,0,1
Fungal_Blight,South_South,Derived_Savanna,Alluvial,2006.2,28.7,87.8,90.0,45.0,180.0,8,3
Healthy,South_West,Derived_Savanna,Alluvial,1161.2,25.6,68.7,76.3,37.4,155.0,0,1
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Lateritic,900.4,34.0,47.4,21.8,10.6,51.3,1,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,1987.1,28.3,84.5,90.0,45.0,180.0,11,4
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,691.1,30.4,75.6,100.0,55.0,220.0,6,5
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,2145.4,29.8,88.8,90.0,45.0,180.0,7,5
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1148.0,30.3,69.7,100.0,55.0,220.0,28,2
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,624.1,30.6,41.4,18.3,9.2,30.0,0,4
Nutrient_Deficiency,South_West,Derived_Savanna,Clay_Loam,838.6,34.1,51.3,19.9,14.6,34.6,0,3
Fungal_Blight,South_West,Derived_Savanna,Alluvial,2067.3,28.8,85.9,90.0,45.0,180.0,12,4
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,1701.7,33.8,66.9,100.0,55.0,220.0,21,4
Healthy,South_West,Derived_Savanna,Sandy_Loam,1152.7,25.7,60.6,68.9,36.9,168.6,0,1
Fungal_Blight,South_West,Humid_Forest,Alluvial,2193.4,30.1,87.4,90.0,45.0,180.0,8,5
Viral_Mosaic,North_West,Derived_Savanna,Alluvial,600.0,38.0,61.7,100.0,55.0,220.0,21,3
Healthy,South_West,Derived_Savanna,Sandy_Loam,1571.1,26.6,65.8,100.0,40.9,155.5,0,1
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,839.5,27.2,40.0,26.4,7.3,48.8,1,2
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,882.2,31.4,59.4,100.0,55.0,220.0,24,4
Healthy,South_West,Humid_Forest,Sandy_Loam,1797.2,28.8,53.3,80.9,44.3,164.2,0,1
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,1490.7,26.0,68.3,63.7,38.5,139.5,1,1
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,1120.0,27.4,56.6,100.0,55.0,220.0,18,3
Healthy,North_East,Humid_Forest,Clay_Loam,1425.7,27.1,58.0,84.0,31.4,117.4,1,1
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Sandy_Loam,1088.1,27.0,84.4,100.0,55.0,220.0,23,2
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Lateritic,1320.3,30.0,82.2,100.0,55.0,220.0,7,4
Bacterial_Wilt,South_South,Derived_Savanna,Clay_Loam,1045.9,32.2,79.5,100.0,55.0,220.0,2,4
Nutrient_Deficiency,North_West,Derived_Savanna,Lateritic,880.2,31.0,40.0,23.2,10.3,39.2,3,3
Bacterial_Wilt,North_Central,Sudan_Savanna,Clay_Loam,1016.5,31.8,66.5,100.0,55.0,220.0,6,4
Bacterial_Wilt,South_East,Humid_Forest,Lateritic,1034.5,33.1,81.3,100.0,55.0,220.0,8,5
Healthy,South_East,Southern_Guinea_Savanna,Alluvial,1213.1,30.1,72.3,73.6,36.9,146.2,1,1
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,829.1,30.6,40.0,22.0,7.9,62.6,3,2
Bacterial_Wilt,North_Central,Derived_Savanna,Lateritic,991.9,30.0,74.4,100.0,55.0,220.0,6,5
Healthy,North_East,Derived_Savanna,Sandy_Loam,1407.3,26.2,70.8,77.8,39.0,203.2,0,1
Healthy,South_West,Derived_Savanna,Alluvial,1217.8,23.1,50.5,78.1,44.1,143.7,1,1
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2090.4,30.6,91.4,90.0,45.0,180.0,6,4
Fungal_Blight,South_West,Humid_Forest,Lateritic,2120.3,31.4,85.3,90.0,45.0,180.0,14,4
Fungal_Blight,South_South,Humid_Forest,Alluvial,2800.0,26.3,93.1,90.0,45.0,180.0,8,3
Fungal_Blight,South_West,Humid_Forest,Alluvial,2166.3,28.6,80.0,90.0,45.0,180.0,8,5
Healthy,South_West,Humid_Forest,Clay_Loam,1101.9,22.4,65.3,76.1,40.7,208.9,0,1
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2275.5,29.9,82.3,90.0,45.0,180.0,7,5
Bacterial_Wilt,North_West,Derived_Savanna,Lateritic,769.0,34.1,55.9,100.0,55.0,220.0,2,4
Healthy,South_East,Southern_Guinea_Savanna,Clay_Loam,1812.4,27.3,49.1,70.2,33.8,169.5,0,1
Fungal_Blight,South_East,Humid_Forest,Alluvial,1800.0,30.6,89.0,90.0,45.0,180.0,7,5
Fungal_Blight,South_West,Humid_Forest,Alluvial,2201.5,28.0,90.8,90.0,45.0,180.0,10,4
Nutrient_Deficiency,North_East,Derived_Savanna,Lateritic,703.0,31.2,42.9,25.4,9.6,54.3,5,2
Healthy,South_West,Derived_Savanna,Alluvial,1220.2,26.0,70.6,78.2,48.5,158.5,1,1
Healthy,South_South,Humid_Forest,Sandy_Loam,1092.9,30.3,75.8,81.0,40.6,142.9,0,1
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Alluvial,867.6,27.0,68.1,100.0,55.0,220.0,30,3
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2003.1,28.1,83.6,90.0,45.0,180.0,7,4
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Alluvial,1113.1,29.8,68.5,100.0,55.0,220.0,22,3
Bacterial_Wilt,North_Central,Sudan_Savanna,Clay_Loam,984.1,32.7,87.8,100.0,55.0,220.0,7,5
Fungal_Blight,South_West,Humid_Forest,Alluvial,1800.0,27.2,88.8,90.0,45.0,180.0,6,4
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Lateritic,1243.5,30.1,68.8,100.0,55.0,220.0,33,4
