State,Latitude,Longitude,Temperature,Humidity,Soil_Moisture,Rainfall,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Disease_Class
Kaduna,10.774496,4.438522,28.85,53.33,43.6,294.82,36.54,81.01,91.24,Bacterial Wilt
Ogun,5.249008,4.492504,33.83,82.55,,,22.03,16.62,50.07,Healthy
Enugu,12.266637,9.403411,23.99,69.08,67.2,145.61,79.46,27.24,16.64,Viral Mosaic
Kaduna,8.825039,13.883355,24.85,91.04,74.12,197.61,29.57,59.64,89.16,Fungal Blight
Kaduna,5.118785,7.772474,24.37,63.58,30.85,286.84,30.13,95.24,32.67,Nutrient Deficiency
Ogun,9.447455,6.759834,37.85,87.84,76.49,190.3,34.76,16.73,12.0,Healthy
Ogun,8.254479,9.976927,23.55,64.69,20.62,135.96,62.81,13.88,22.22,Fungal Blight
Kebbi,12.399745,13.700159,30.36,93.86,15.74,96.59,69.37,24.09,69.32,Healthy
Ogun,6.335951,12.62467,36.65,92.79,40.21,401.91,11.58,67.7,98.0,Nutrient Deficiency
Benue,11.938181,14.448062,22.64,58.1,67.98,226.13,31.77,45.91,20.03,Fungal Blight
Ogun,9.519198,3.259539,37.48,88.73,43.14,300.08,48.79,84.3,51.58,Fungal Blight
Benue,4.991493,4.297869,37.05,86.62,68.05,246.16,39.88,,26.26,Bacterial Wilt
Cross River,13.246608,10.008879,35.92,51.59,61.08,399.03,89.58,27.68,77.05,Nutrient Deficiency
Kaduna,9.113537,12.436629,23.86,74.34,24.66,268.77,80.89,37.0,20.63,Bacterial Wilt
Enugu,7.117892,6.28031,31.41,44.0,76.42,242.31,66.33,66.41,31.59,Viral Mosaic
Enugu,8.724662,5.750928,33.7,86.02,14.25,419.84,40.42,71.67,27.68,Nutrient Deficiency
Enugu,12.22072,12.050222,37.75,49.6,72.88,337.88,73.06,21.18,59.73,Fungal Blight
Benue,7.244128,3.648391,23.25,43.89,,94.62,85.93,94.94,,Nutrient Deficiency
Ogun,6.234088,7.2479,33.79,62.01,45.01,121.08,63.53,40.69,56.0,Fungal Blight
Kaduna,5.661641,8.816806,26.1,71.73,,364.85,80.6,74.19,15.24,Bacterial Wilt
Kaduna,7.180735,9.44401,23.16,87.02,22.03,384.34,77.42,,60.71,Healthy
Benue,11.520433,11.379074,27.58,93.58,35.07,268.08,61.46,30.05,81.78,Viral Mosaic
Enugu,8.744637,7.080726,34.29,64.17,,271.78,38.1,86.16,21.89,Viral Mosaic
Kebbi,6.547334,10.04587,28.37,43.32,24.27,302.77,77.12,83.64,16.54,Fungal Blight
Enugu,5.995665,9.731817,29.68,81.2,23.09,225.65,28.61,,26.9,Viral Mosaic
Benue,7.494565,9.297585,37.91,71.08,44.23,322.08,,62.97,77.15,Fungal Blight
Ogun,12.959319,10.365558,27.18,64.63,65.86,93.39,82.41,33.2,,Fungal Blight
Enugu,7.58724,5.983665,31.08,57.01,49.83,434.51,83.99,72.09,,Viral Mosaic
Kebbi,13.393117,3.973461,26.57,67.63,72.52,350.06,52.56,37.81,32.45,Nutrient Deficiency
Kaduna,8.867074,4.371624,27.07,58.63,54.56,302.47,27.32,85.97,39.9,Fungal Blight
Kebbi,6.112475,5.582697,32.52,,58.25,176.53,18.98,29.56,96.93,Viral Mosaic
,12.520261,8.752276,36.88,69.91,56.73,114.38,76.9,11.33,31.66,Fungal Blight
Kebbi,8.643198,12.665092,29.76,88.23,41.46,213.74,89.76,34.17,91.15,Viral Mosaic
Enugu,10.887042,,33.83,69.89,58.25,314.63,68.58,27.19,62.25,Healthy
Enugu,13.353404,12.073967,21.61,53.1,14.88,303.48,22.97,55.75,21.1,Healthy
Cross River,4.951578,7.03622,23.8,86.81,70.19,203.06,94.14,28.33,52.06,Nutrient Deficiency
Kebbi,5.370251,7.653518,29.04,70.65,64.45,295.31,99.02,78.69,,Healthy
Kaduna,10.984111,7.527342,20.36,51.38,27.17,375.5,49.0,31.72,47.67,Fungal Blight
Enugu,7.036425,5.206542,24.55,74.29,63.76,60.51,63.53,,87.7,Fungal Blight
,6.158713,3.703992,29.31,59.67,10.88,230.25,79.95,62.06,33.08,Healthy
Cross River,,9.795535,20.27,86.44,25.21,353.42,76.28,98.76,61.38,Viral Mosaic
Kaduna,4.69662,14.375992,24.76,64.93,14.56,268.46,97.1,99.99,85.95,Healthy
Benue,11.47037,4.918542,29.25,,64.62,310.59,,,92.86,Bacterial Wilt
Benue,,3.536875,30.32,45.25,62.91,256.67,62.27,78.4,53.72,Bacterial Wilt
,8.709486,11.964614,36.66,61.78,66.95,446.75,72.27,44.78,67.57,Viral Mosaic
Kaduna,9.953071,5.904739,31.62,94.08,10.31,71.85,,77.79,10.27,Bacterial Wilt
Ogun,8.355166,12.540904,,84.47,,,88.67,96.1,32.79,Healthy
Kebbi,4.74396,11.095272,36.75,48.8,,86.57,98.02,12.1,35.08,Healthy
Kaduna,11.551514,13.875246,34.13,55.28,20.88,113.91,56.09,58.41,18.41,Viral Mosaic
Kebbi,4.594619,7.702663,23.6,58.14,55.49,203.22,84.77,,,Viral Mosaic
Benue,11.357009,10.612653,22.36,75.77,15.89,112.22,48.46,,38.9,Healthy
Ogun,12.53974,8.34583,,81.63,22.69,435.47,48.01,51.98,,Fungal Blight
Ogun,8.395559,10.25177,30.08,81.22,43.31,428.72,32.8,61.82,70.17,Bacterial Wilt
Enugu,9.319882,8.170387,34.21,68.04,55.75,184.44,83.64,59.59,48.34,Nutrient Deficiency
Ogun,8.792851,5.169271,33.3,84.6,20.21,305.9,,96.41,98.92,Healthy
Benue,8.002878,8.84082,31.25,64.04,22.97,263.5,33.07,,23.79,Fungal Blight
Ogun,12.486821,9.078718,37.75,46.81,24.31,376.23,15.05,86.16,52.84,Nutrient Deficiency
Ogun,12.545402,12.321944,29.6,71.04,,300.98,83.4,38.78,68.24,Fungal Blight
Kebbi,7.522347,11.458488,56.73,92.38,25.86,50.1,65.82,49.43,15.0,Nutrient Deficiency
Ogun,10.035628,10.633604,34.91,83.61,37.66,355.27,96.37,52.34,74.53,Healthy
Cross River,12.842168,4.303952,24.53,71.83,55.77,348.74,32.7,35.09,18.99,Viral Mosaic
,13.158526,11.287087,33.99,75.57,40.66,253.89,16.39,44.18,22.63,Healthy
Kebbi,9.080631,8.753509,37.23,91.18,64.32,411.17,54.32,63.87,24.37,Bacterial Wilt
Kebbi,8.575423,13.282145,32.54,63.56,60.35,413.38,17.69,62.22,93.6,Bacterial Wilt
Kebbi,7.008249,13.578516,30.73,58.23,,259.56,33.56,67.28,71.49,Viral Mosaic
Benue,13.129847,3.634301,28.29,93.75,13.42,,21.34,41.66,68.99,Viral Mosaic
Benue,5.785329,12.437378,26.56,87.49,71.46,448.61,30.17,38.42,59.99,Healthy
Cross River,9.718466,3.43352,26.35,57.77,,169.53,19.55,65.05,36.35,Nutrient Deficiency
Enugu,7.042952,7.222451,31.45,65.51,20.38,179.85,95.85,21.96,65.88,Viral Mosaic
Kaduna,7.011075,9.23645,33.52,62.83,11.55,123.11,35.07,32.77,46.91,Healthy
Cross River,8.144717,4.703159,32.21,48.2,53.98,408.35,49.95,13.79,23.09,Viral Mosaic
Cross River,13.489136,11.582609,23.57,92.68,50.77,347.8,90.88,,72.06,Viral Mosaic
Kebbi,4.994697,3.096079,,62.24,79.08,92.26,70.96,31.9,21.66,Healthy
Kaduna,9.706876,4.938889,34.25,88.14,72.09,442.71,65.62,,27.16,Bacterial Wilt
Kebbi,5.243149,9.679164,28.56,50.41,38.76,342.38,73.5,32.09,83.59,Viral Mosaic
Kaduna,5.890687,11.215457,29.66,70.13,36.01,390.21,,68.95,69.41,Bacterial Wilt
,8.456066,13.541396,33.88,41.32,30.78,69.26,88.99,15.5,66.79,Nutrient Deficiency
Benue,9.094141,11.113211,31.9,82.03,20.67,251.98,67.84,49.31,47.64,Healthy
Kaduna,6.829132,10.725462,27.37,71.95,19.67,329.44,90.1,92.18,45.67,Viral Mosaic
Cross River,7.348114,7.534923,36.12,74.41,19.26,267.18,58.19,81.22,72.12,Healthy
Kebbi,5.282703,3.014771,22.93,42.84,17.99,316.66,34.96,37.49,76.6,Fungal Blight
Kebbi,7.228978,4.381831,37.92,51.61,26.84,377.15,89.21,93.23,55.92,Healthy
Kebbi,13.199026,9.147377,,,31.47,199.73,58.73,39.67,97.23,Viral Mosaic
Kebbi,13.002366,10.763994,20.27,55.89,77.31,389.47,91.55,16.53,96.01,Healthy
Cross River,7.513905,7.800655,36.02,74.51,50.49,115.17,13.62,99.47,47.12,Healthy
Kebbi,9.637685,11.402809,24.41,71.14,79.13,158.35,45.78,88.3,83.86,Healthy
,12.686359,9.001416,33.13,73.67,36.07,67.34,95.3,51.93,58.89,Healthy
Cross River,4.555654,3.853026,34.6,70.21,42.03,195.77,32.47,69.97,56.06,Healthy
Benue,11.796152,5.208187,35.46,55.02,32.72,201.96,,70.41,14.95,Healthy
Cross River,13.035326,12.65998,37.85,53.45,22.8,,,,61.66,Fungal Blight
Ogun,5.321932,11.336497,25.29,47.54,20.02,311.25,89.39,28.0,91.05,Bacterial Wilt
Enugu,5.953029,13.289763,32.78,86.7,76.16,224.69,60.73,52.26,80.21,Viral Mosaic
,13.146717,4.351908,22.08,73.91,79.08,310.85,68.22,92.04,80.77,Viral Mosaic
Kebbi,9.337861,14.387559,27.32,50.26,13.14,71.11,88.27,,24.39,Viral Mosaic
Cross River,,,35.26,49.75,20.52,122.11,79.83,80.43,42.26,Nutrient Deficiency
Kebbi,6.818688,3.135469,26.62,88.02,39.65,300.78,66.71,15.18,30.99,Fungal Blight
Enugu,8.549493,14.470364,30.64,80.85,23.04,306.55,98.4,53.04,38.43,Bacterial Wilt
Kebbi,10.73618,6.23235,29.07,,35.47,359.65,71.71,67.41,62.16,Viral Mosaic
Cross River,11.098443,10.682224,31.63,62.38,19.04,211.2,97.79,71.81,42.83,Fungal Blight
Cross River,13.458794,5.031847,,54.41,41.96,339.02,15.16,15.26,60.46,Bacterial Wilt
Kaduna,7.087601,9.672628,21.0,93.87,29.02,323.59,22.51,47.67,49.47,Healthy
Cross River,9.343981,13.396402,30.33,83.85,34.63,435.36,50.63,62.55,35.8,Healthy
Ogun,9.299912,6.682083,35.53,56.6,16.6,136.05,44.64,,18.59,Healthy
Kaduna,8.150807,10.707921,28.66,86.62,39.97,270.67,80.45,22.16,90.27,Bacterial Wilt
Kaduna,6.022457,5.160891,21.41,81.74,78.83,290.71,,69.73,11.02,Fungal Blight
Kebbi,13.297109,10.185147,30.09,56.34,33.02,449.46,97.85,56.95,10.15,Nutrient Deficiency
Benue,12.179855,6.869179,25.98,63.46,71.35,130.47,38.36,24.56,84.41,Bacterial Wilt
Kebbi,8.984997,5.428895,22.79,50.23,69.02,259.29,48.6,58.17,99.71,Viral Mosaic
,9.929209,6.601594,35.28,46.11,76.64,188.47,34.73,,75.44,Fungal Blight
Ogun,6.545349,5.056672,29.39,79.75,65.31,260.36,62.14,11.4,11.37,Nutrient Deficiency
Enugu,9.394084,13.372035,36.8,54.71,56.17,,15.28,67.84,30.4,Bacterial Wilt
Enugu,10.754731,7.567649,,85.1,69.96,69.04,23.47,16.63,,Viral Mosaic
Kaduna,9.136503,5.820712,32.47,,15.3,279.03,77.12,10.58,82.77,Healthy
Kaduna,13.412567,8.15669,20.09,44.21,42.4,184.34,26.79,23.56,61.01,Healthy
Kaduna,10.002075,6.686166,27.7,66.02,79.25,122.78,31.2,48.06,31.32,Fungal Blight
Kebbi,7.838763,11.560821,23.55,84.11,63.87,179.57,81.37,82.21,11.29,Healthy
Kebbi,11.449368,14.169029,36.39,83.39,77.35,69.71,18.4,35.36,11.88,Healthy
,6.034163,8.037387,23.14,81.8,64.57,430.18,49.37,66.31,65.08,Bacterial Wilt
Benue,7.960642,12.901884,25.15,59.19,71.24,282.46,12.08,47.0,11.96,Bacterial Wilt
Enugu,7.622631,9.507425,29.3,64.96,59.46,375.91,41.21,31.09,99.43,Healthy
Enugu,8.386264,4.80821,24.74,72.72,63.24,219.25,,56.28,26.5,Fungal Blight
Cross River,11.536018,10.942162,23.78,93.57,46.62,411.33,18.11,81.77,73.96,Viral Mosaic
Ogun,8.857557,8.904497,30.78,,74.7,243.33,89.95,84.92,23.96,Fungal Blight
Ogun,11.64613,10.481975,21.6,90.77,67.75,279.58,91.85,86.19,58.61,Fungal Blight
Kebbi,9.6884,13.231405,21.05,54.81,69.07,246.72,19.45,40.47,17.26,Bacterial Wilt
Enugu,7.578625,8.064998,26.7,94.4,57.11,343.31,99.17,81.41,,Bacterial Wilt
Ogun,11.789809,13.363543,32.97,76.86,31.32,276.66,36.78,29.1,62.64,Bacterial Wilt
Cross River,6.644607,11.632694,29.99,,12.49,158.64,17.57,,17.76,Nutrient Deficiency
Enugu,6.519447,8.618957,27.61,73.74,75.5,108.22,10.46,95.35,86.37,Bacterial Wilt
Kebbi,9.040526,9.937055,30.18,105.31,51.03,292.45,46.77,11.24,59.23,Bacterial Wilt
Kebbi,6.847643,,26.58,55.08,30.87,245.67,66.68,49.63,92.94,Bacterial Wilt
Cross River,4.581783,14.311369,36.85,46.25,20.44,88.39,39.9,68.3,92.5,Nutrient Deficiency
Cross River,10.334678,10.674538,20.99,46.27,68.07,208.25,85.3,73.16,92.85,Nutrient Deficiency
Ogun,9.099844,3.504239,32.12,59.12,,255.91,,25.85,17.0,Bacterial Wilt
Benue,8.50966,6.756152,36.04,81.96,,,41.51,97.5,20.89,Fungal Blight
Benue,13.202717,10.168116,34.47,73.44,55.16,80.44,76.09,65.37,98.89,Fungal Blight
Cross River,9.640793,3.647833,23.31,45.64,35.62,189.4,94.64,24.79,53.88,Bacterial Wilt
Kebbi,12.270884,3.274668,25.33,86.87,31.28,379.06,,11.85,31.44,Viral Mosaic
,5.755052,,32.91,73.08,10.6,309.37,37.55,80.49,79.27,Viral Mosaic
Kaduna,9.622858,6.825937,,92.85,68.35,165.98,51.7,,33.79,Fungal Blight
Ogun,12.311817,8.040434,34.61,76.86,,388.13,54.82,22.69,75.45,Fungal Blight
Kebbi,9.747952,,32.94,49.63,54.15,247.32,58.8,61.73,85.36,Healthy
Benue,10.962128,,33.13,66.06,45.29,249.34,37.06,64.32,80.58,Bacterial Wilt
Benue,,10.925149,21.8,75.67,46.87,440.63,70.05,71.82,34.66,Viral Mosaic
Cross River,5.332046,8.917568,32.92,41.55,74.87,428.85,68.06,45.42,46.15,Viral Mosaic
Kaduna,8.621103,5.301773,32.24,40.82,12.21,,62.0,79.65,47.19,Healthy
Kebbi,8.050315,6.675278,34.96,47.12,64.14,106.23,20.24,97.69,,Fungal Blight
Ogun,12.303542,9.805791,20.75,53.84,13.64,180.27,52.93,34.4,25.06,Healthy
Kaduna,6.695958,3.830638,20.42,63.63,12.67,62.19,42.06,,50.72,Fungal Blight
Ogun,13.200608,4.69571,26.71,66.81,40.09,58.31,54.19,93.56,55.97,Bacterial Wilt
Cross River,13.123243,3.842324,,47.59,14.42,208.21,92.97,,57.85,Viral Mosaic
Benue,6.728685,12.341649,30.05,77.04,65.24,426.41,53.25,71.3,83.79,Fungal Blight
Ogun,7.632468,11.652706,36.51,72.79,47.07,398.54,11.26,30.14,56.56,Healthy
Enugu,12.560002,11.663099,27.05,56.2,12.03,254.58,49.5,58.16,30.77,Healthy
Kaduna,13.1996,11.237741,35.21,40.75,12.84,276.09,83.86,60.63,69.68,Fungal Blight
Benue,8.490952,10.697932,,44.27,52.89,52.37,80.21,73.01,,Healthy
Benue,7.388973,8.485407,23.03,61.54,66.43,136.2,56.21,99.71,38.74,Nutrient Deficiency
Enugu,9.234846,10.386199,20.55,48.47,40.65,,32.48,13.03,68.08,Fungal Blight
Ogun,10.689923,3.441158,25.91,60.73,48.82,351.82,51.86,15.87,23.22,Bacterial Wilt
Cross River,6.961271,10.146841,36.35,74.55,65.99,108.26,60.73,17.02,40.77,Fungal Blight
Kaduna,11.128259,11.945594,,70.1,52.74,397.62,99.99,76.87,91.83,Bacterial Wilt
Benue,,8.754121,30.92,52.71,25.73,307.33,67.98,22.27,92.02,Viral Mosaic
Cross River,4.94365,7.111403,28.13,58.91,52.91,141.77,72.48,66.02,61.78,Nutrient Deficiency
Kaduna,7.976589,6.190407,36.89,73.77,53.98,113.09,54.23,39.22,73.21,Fungal Blight
Benue,7.681259,10.392224,22.21,87.35,,301.05,41.9,51.16,86.86,Viral Mosaic
Enugu,7.340699,10.967214,23.82,81.43,53.46,410.33,83.17,29.41,96.27,Healthy
Kebbi,8.919178,13.016127,20.53,70.44,77.85,337.34,54.54,87.95,54.09,Healthy
Cross River,7.386602,6.936842,27.81,,23.81,189.42,99.52,62.75,60.54,Viral Mosaic
Ogun,6.230321,11.852382,25.0,60.08,76.58,284.95,51.14,95.01,47.41,Healthy
Benue,7.285226,9.455592,35.66,88.37,47.68,174.3,16.12,61.71,16.48,Nutrient Deficiency
Kaduna,13.274138,13.15262,30.89,42.16,57.04,449.66,71.43,21.15,48.05,Viral Mosaic
Kaduna,8.200021,9.069839,31.05,94.34,16.96,349.54,14.2,,81.16,Healthy
Enugu,8.502415,8.952743,29.57,76.54,36.64,295.75,32.55,99.02,82.44,Healthy
Kebbi,9.688905,9.645586,21.65,77.46,63.86,219.3,41.84,75.3,90.31,Viral Mosaic
Benue,13.350067,11.617127,28.01,42.09,59.48,297.26,76.55,14.44,14.63,Healthy
Kebbi,6.674411,14.093941,37.99,73.3,12.81,186.65,54.48,73.34,57.44,Bacterial Wilt
Benue,10.631539,3.845979,35.03,66.66,48.26,,12.58,47.1,19.67,Fungal Blight
Kebbi,10.943862,3.614498,36.08,45.82,16.18,208.04,65.52,37.65,28.07,Bacterial Wilt
Benue,9.96592,13.781829,34.82,55.29,79.71,422.19,47.03,23.87,91.02,Nutrient Deficiency
Enugu,5.297205,9.09357,21.85,,72.81,300.52,92.97,,54.71,Fungal Blight
Cross River,10.59185,10.071385,24.09,70.25,11.48,83.58,54.96,15.75,78.27,Bacterial Wilt
Kebbi,5.076852,8.547871,20.06,,70.11,,73.81,36.09,15.79,Healthy
Enugu,9.865284,4.077061,25.46,44.0,74.36,157.55,29.7,37.57,47.51,Nutrient Deficiency
Benue,11.156231,11.833028,21.95,79.28,34.75,147.51,78.49,24.48,70.68,Fungal Blight
Cross River,6.398729,11.593083,28.51,78.66,,168.84,74.89,55.74,22.01,Healthy
Kaduna,12.074598,6.584588,32.19,73.77,40.95,280.88,91.37,11.05,39.32,Healthy
Kaduna,4.773184,6.521751,35.74,68.06,55.87,267.88,13.04,37.09,15.81,Healthy
Enugu,12.094316,12.635176,33.49,63.86,33.82,246.57,50.28,94.03,68.62,Fungal Blight
Ogun,,3.832108,36.89,72.63,,337.01,71.12,37.95,97.38,Fungal Blight
Kaduna,,13.132709,20.97,52.84,39.71,,18.56,42.44,84.43,Fungal Blight
Cross River,5.704003,5.951609,20.22,,20.19,362.83,46.95,52.58,97.72,Healthy
Benue,13.079765,9.819325,31.9,72.38,,120.13,94.79,60.55,86.1,Fungal Blight
Kaduna,5.15399,13.763933,25.21,57.12,34.41,363.05,49.23,82.78,86.97,Fungal Blight
Cross River,6.291841,10.798409,24.56,64.73,38.01,315.52,,27.13,61.95,Healthy
Kaduna,7.630401,7.765943,25.96,84.31,72.58,323.28,15.12,88.46,56.64,Fungal Blight
Kebbi,10.082114,10.929643,24.86,48.89,44.76,242.62,74.6,,46.56,Fungal Blight
Kaduna,9.40321,6.955766,29.21,56.11,48.1,316.8,62.29,75.04,83.63,Viral Mosaic
Ogun,5.630791,6.188472,27.92,77.37,76.95,81.92,55.05,17.81,26.39,Healthy
Enugu,7.107552,14.461858,,57.35,72.07,390.62,97.38,,15.06,Healthy
Ogun,6.648766,11.634088,32.11,83.59,21.86,72.22,21.67,63.46,95.31,Bacterial Wilt
,6.421886,10.41428,26.97,47.17,43.13,109.5,90.64,,10.34,Healthy
Kebbi,8.200299,7.085831,24.52,81.95,77.99,280.72,72.21,62.6,97.91,Bacterial Wilt
Ogun,10.836283,3.56535,53.87,43.76,36.07,345.76,33.31,29.19,75.6,Fungal Blight
Benue,6.457076,3.357154,26.29,40.69,36.01,80.5,,18.15,,Fungal Blight
Benue,7.80011,9.373084,33.35,89.4,23.65,418.31,48.64,,72.8,Bacterial Wilt
Benue,8.018257,11.763376,33.62,71.97,18.0,439.44,83.28,74.96,,Viral Mosaic
Enugu,13.288109,9.179861,32.0,59.35,61.82,292.38,45.0,25.53,32.08,Healthy
Cross River,13.091997,12.669028,24.21,52.79,63.9,242.5,86.58,12.54,79.38,Healthy
Kaduna,11.701238,3.384405,30.59,73.93,77.83,346.56,67.3,46.75,82.39,Bacterial Wilt
Kebbi,6.67493,7.217649,30.27,68.0,64.14,181.34,22.69,62.44,32.44,Bacterial Wilt
Benue,5.112336,5.726309,28.72,94.54,27.03,247.31,68.47,73.54,13.77,Nutrient Deficiency
Benue,7.352137,8.143639,29.9,94.08,12.81,416.46,27.22,82.9,28.37,Bacterial Wilt
Kaduna,6.901151,3.832329,28.85,74.93,78.98,432.26,47.07,64.95,28.06,Nutrient Deficiency
Cross River,9.053332,13.972514,30.18,64.36,,,,19.98,15.87,Healthy
Enugu,11.499551,5.567437,,67.01,31.84,,11.98,71.43,75.34,Nutrient Deficiency
Kebbi,12.224906,13.606539,21.97,77.54,73.42,142.99,29.07,98.58,44.2,Healthy
Cross River,12.103777,7.897771,33.49,45.59,50.96,169.07,58.27,91.5,89.59,Fungal Blight
Kebbi,7.73708,14.333528,22.45,58.06,25.04,226.52,53.34,88.45,32.7,Nutrient Deficiency
Benue,10.685109,9.371671,,44.14,72.24,175.67,55.13,37.2,50.79,Nutrient Deficiency
Benue,7.315508,13.704578,37.57,44.03,79.54,199.69,32.29,77.57,67.51,Healthy
Ogun,5.04815,3.061513,37.23,50.77,16.07,298.25,71.66,86.6,88.97,Bacterial Wilt
Kaduna,10.814087,11.604746,21.09,66.69,70.36,355.01,73.38,71.05,57.22,Fungal Blight
Enugu,,13.385083,27.98,83.16,37.34,344.22,42.22,32.55,43.62,Viral Mosaic
Kebbi,8.182643,4.606787,23.35,66.7,46.69,,89.31,95.85,88.03,Healthy
Benue,7.464413,4.105447,28.74,58.45,74.04,62.87,67.96,50.57,,Healthy
Kaduna,10.740398,7.882585,34.94,44.53,78.14,69.09,74.17,21.68,17.15,Viral Mosaic
Enugu,11.396209,,37.11,70.27,,365.75,34.96,19.88,50.05,Fungal Blight
Enugu,7.236852,9.237445,31.42,54.92,24.9,263.23,10.06,68.28,80.66,Nutrient Deficiency
Enugu,11.804643,9.065749,26.37,73.82,15.64,281.26,,49.39,12.77,Fungal Blight
Enugu,7.145251,4.62295,30.86,93.75,49.33,71.03,84.02,18.5,62.73,Healthy
Benue,8.516937,3.009079,25.62,46.12,10.95,152.13,21.09,,63.5,Healthy
Benue,11.043167,12.316611,36.38,51.67,38.83,305.34,43.67,81.94,93.57,Healthy
Benue,10.736282,4.007107,35.67,66.02,15.14,393.67,69.52,75.29,35.78,Healthy
Kaduna,13.386316,10.289273,30.05,,38.37,416.79,68.69,28.2,35.1,Fungal Blight
Kaduna,,13.518089,25.85,82.45,12.8,250.17,87.43,72.08,49.64,Fungal Blight
Cross River,10.460861,5.399497,25.28,89.4,68.47,268.19,22.62,10.97,42.12,Fungal Blight
Benue,9.987137,10.650638,20.6,58.35,24.68,383.22,48.69,37.46,76.27,Bacterial Wilt
Ogun,12.735886,3.905034,34.68,94.56,32.98,265.05,18.75,45.89,67.76,Healthy
Kaduna,5.907259,,28.11,45.66,,,45.06,85.17,78.3,Bacterial Wilt
Kebbi,11.266183,4.885215,25.85,42.91,62.24,412.03,11.36,45.14,,Healthy
Ogun,9.614418,11.463466,28.48,87.06,25.33,365.97,90.84,11.01,93.07,Nutrient Deficiency
Cross River,6.971993,6.46416,34.74,91.0,15.03,413.63,57.43,41.71,48.78,Bacterial Wilt
Enugu,,8.328997,22.24,44.98,60.1,137.3,86.48,54.9,98.62,Healthy
Benue,7.503989,9.893451,35.44,46.24,37.35,259.75,15.39,95.41,29.41,Fungal Blight
Cross River,9.713821,,36.16,41.82,63.63,386.99,30.47,94.69,74.29,Healthy
Benue,,11.528835,37.04,45.75,41.17,94.46,33.34,26.28,58.06,Nutrient Deficiency
Kaduna,9.623745,6.480364,27.15,51.52,34.22,367.86,44.8,26.66,83.52,Bacterial Wilt
Kebbi,10.185502,10.617276,23.91,93.35,41.58,123.19,82.26,24.7,52.91,Fungal Blight
Benue,9.168731,4.820255,26.73,76.73,62.4,373.25,44.79,81.0,80.55,Fungal Blight
Ogun,4.96049,10.913353,25.99,82.82,73.16,294.8,28.42,10.54,93.72,Fungal Blight
Enugu,6.595727,4.474163,23.17,,13.48,127.29,15.85,,75.91,Fungal Blight
